breed,weight_kg,coat_length,coat_texture,coat_structure,matting_severity,behaviour,service,groomer_experience_years,actual_duration_minutes
LABRADOR_RETRIEVER,32.54,MEDIUM,WAVY,DOUBLE,SEVERE,VERY_GOOD,FULL_GROOM_AND_CLIP,8.4,194
COCKER_SPANIEL,16.44,SHORT,ROUGH,SINGLE,NONE,VERY_BAD,BATH_AND_DRY,5.2,89
COCKER_SPANIEL,22.11,SHORT,SMOOTH,DOUBLE,NONE,OKAY,BATH_AND_DRY,2.7,99
LABRADOR_RETRIEVER,15.6,MEDIUM,WIRY,DOUBLE,SEVERE,VERY_BAD,FULL_GROOM_AND_HAND_STRIP,9.8,281
LABRADOR_RETRIEVER,5.63,LONG,WIRY,SINGLE,MILD,VERY_BAD,FULL_GROOM_AND_CLIP,14.7,167
LABRADOR_RETRIEVER,21.75,SHORT,WAVY,DOUBLE,MODERATE,BAD,TIDY_UP,2.8,141
COCKER_SPANIEL,2.26,LONG,WIRY,SINGLE,MILD,BAD,FULL_GROOM_AND_CLIP,1.5,210
COCKER_SPANIEL,10.54,SHORT,WIRY,DOUBLE,MILD,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,11.3,194
COCKER_SPANIEL,6.47,MEDIUM,WAVY,DOUBLE,MODERATE,BAD,TIDY_UP,13.1,158
LABRADOR_RETRIEVER,12.72,SHORT,SILKY,SINGLE,SEVERE,VERY_GOOD,BATH_AND_DRY,0.7,103
LABRADOR_RETRIEVER,37.72,LONG,WIRY,DOUBLE,SEVERE,GOOD,FULL_GROOM_AND_HAND_STRIP,4.5,263
COCKER_SPANIEL,34.12,MEDIUM,ROUGH,SINGLE,SEVERE,VERY_BAD,BATH_AND_DRY,14.5,182
COCKER_SPANIEL,16.15,MEDIUM,WAVY,DOUBLE,NONE,GOOD,TIDY_UP,1.4,108
LABRADOR_RETRIEVER,15.71,LONG,SILKY,SINGLE,NONE,BAD,FULL_GROOM_AND_HAND_STRIP,7.2,185
LABRADOR_RETRIEVER,12.82,SHORT,WAVY,SINGLE,NONE,GOOD,FULL_GROOM_AND_HAND_STRIP,10.4,151
COCKER_SPANIEL,22.53,MEDIUM,WIRY,DOUBLE,MODERATE,OKAY,TIDY_UP,5.4,126
LABRADOR_RETRIEVER,19.17,LONG,WIRY,DOUBLE,MILD,OKAY,TIDY_UP,6.2,110
COCKER_SPANIEL,1.63,LONG,SILKY,DOUBLE,MODERATE,BAD,FULL_GROOM_AND_HAND_STRIP,4.9,236
LABRADOR_RETRIEVER,23.22,SHORT,WIRY,DOUBLE,MODERATE,GOOD,BATH_AND_DRY,6.9,98
COCKER_SPANIEL,29.09,MEDIUM,WAVY,SINGLE,NONE,VERY_BAD,FULL_GROOM_AND_CLIP,11.5,171
LABRADOR_RETRIEVER,6.36,LONG,WAVY,SINGLE,MILD,VERY_BAD,FULL_GROOM_AND_HAND_STRIP,7.6,200
LABRADOR_RETRIEVER,26.71,SHORT,SMOOTH,DOUBLE,NONE,VERY_BAD,TIDY_UP,8.0,130
LABRADOR_RETRIEVER,1.67,LONG,ROUGH,DOUBLE,MILD,VERY_BAD,FULL_GROOM_AND_CLIP,7.9,201
LABRADOR_RETRIEVER,32.79,MEDIUM,WIRY,SINGLE,MODERATE,GOOD,BATH_AND_DRY,8.5,121
COCKER_SPANIEL,12.7,SHORT,ROUGH,SINGLE,NONE,GOOD,BATH_AND_DRY,5.7,44
COCKER_SPANIEL,4.22,MEDIUM,ROUGH,DOUBLE,NONE,VERY_GOOD,FULL_GROOM_AND_CLIP,3.4,158
LABRADOR_RETRIEVER,11.57,SHORT,ROUGH,DOUBLE,NONE,BAD,TIDY_UP,0.2,122
LABRADOR_RETRIEVER,37.23,MEDIUM,WAVY,SINGLE,SEVERE,VERY_GOOD,TIDY_UP,5.8,133
COCKER_SPANIEL,31.83,LONG,ROUGH,SINGLE,MODERATE,VERY_BAD,FULL_GROOM_AND_CLIP,6.6,237
LABRADOR_RETRIEVER,38.79,MEDIUM,SMOOTH,DOUBLE,SEVERE,GOOD,FULL_GROOM_AND_HAND_STRIP,5.3,218
LABRADOR_RETRIEVER,17.84,LONG,SILKY,DOUBLE,NONE,VERY_GOOD,TIDY_UP,12.0,94
COCKER_SPANIEL,15.82,LONG,WAVY,DOUBLE,MODERATE,OKAY,FULL_GROOM_AND_CLIP,1.4,204
LABRADOR_RETRIEVER,18.34,MEDIUM,SMOOTH,SINGLE,NONE,BAD,BATH_AND_DRY,6.7,61
COCKER_SPANIEL,4.5,LONG,SMOOTH,DOUBLE,SEVERE,VERY_BAD,TIDY_UP,6.2,170
COCKER_SPANIEL,29.27,LONG,WAVY,SINGLE,SEVERE,BAD,FULL_GROOM_AND_HAND_STRIP,4.0,259
COCKER_SPANIEL,17.95,MEDIUM,CURLY,DOUBLE,NONE,OKAY,TIDY_UP,14.2,118
LABRADOR_RETRIEVER,24.16,SHORT,WIRY,SINGLE,MILD,OKAY,FULL_GROOM_AND_CLIP,14.2,140
LABRADOR_RETRIEVER,18.17,MEDIUM,ROUGH,SINGLE,MODERATE,OKAY,FULL_GROOM_AND_HAND_STRIP,7.2,218
COCKER_SPANIEL,38.62,MEDIUM,CURLY,DOUBLE,MILD,OKAY,BATH_AND_DRY,4.2,123
COCKER_SPANIEL,24.1,LONG,WAVY,SINGLE,SEVERE,BAD,BATH_AND_DRY,12.0,136
COCKER_SPANIEL,32.94,MEDIUM,ROUGH,DOUBLE,MILD,OKAY,FULL_GROOM_AND_HAND_STRIP,3.8,234
LABRADOR_RETRIEVER,3.88,LONG,WIRY,DOUBLE,SEVERE,VERY_GOOD,FULL_GROOM_AND_CLIP,11.9,208
LABRADOR_RETRIEVER,28.36,LONG,SILKY,SINGLE,NONE,BAD,TIDY_UP,2.5,100
LABRADOR_RETRIEVER,38.71,MEDIUM,WIRY,SINGLE,NONE,VERY_BAD,TIDY_UP,3.3,117
COCKER_SPANIEL,18.39,MEDIUM,WIRY,SINGLE,MODERATE,VERY_BAD,BATH_AND_DRY,1.6,112
COCKER_SPANIEL,33.42,LONG,WAVY,DOUBLE,MODERATE,OKAY,BATH_AND_DRY,11.8,154
LABRADOR_RETRIEVER,14.58,SHORT,WIRY,DOUBLE,MODERATE,VERY_BAD,TIDY_UP,0.7,159
LABRADOR_RETRIEVER,26.27,LONG,WAVY,SINGLE,MILD,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,5.0,187
LABRADOR_RETRIEVER,38.38,SHORT,WIRY,SINGLE,MILD,GOOD,BATH_AND_DRY,0.4,83
LABRADOR_RETRIEVER,16.16,LONG,WAVY,SINGLE,MODERATE,VERY_BAD,FULL_GROOM_AND_CLIP,12.0,198
COCKER_SPANIEL,15.27,SHORT,WIRY,SINGLE,MODERATE,GOOD,TIDY_UP,9.0,90
LABRADOR_RETRIEVER,14.73,MEDIUM,SILKY,SINGLE,MODERATE,VERY_GOOD,FULL_GROOM_AND_CLIP,10.1,142
LABRADOR_RETRIEVER,5.6,MEDIUM,SMOOTH,SINGLE,MODERATE,BAD,BATH_AND_DRY,6.3,105
COCKER_SPANIEL,19.98,LONG,ROUGH,SINGLE,MILD,GOOD,TIDY_UP,2.1,126
LABRADOR_RETRIEVER,33.84,LONG,SMOOTH,DOUBLE,NONE,GOOD,FULL_GROOM_AND_HAND_STRIP,2.9,186
LABRADOR_RETRIEVER,16.96,MEDIUM,WIRY,DOUBLE,SEVERE,BAD,FULL_GROOM_AND_CLIP,8.5,233
COCKER_SPANIEL,12.39,MEDIUM,WAVY,DOUBLE,MILD,GOOD,BATH_AND_DRY,8.2,101
LABRADOR_RETRIEVER,22.14,SHORT,ROUGH,DOUBLE,MILD,GOOD,FULL_GROOM_AND_CLIP,11.0,165
COCKER_SPANIEL,12.61,SHORT,WIRY,DOUBLE,MODERATE,VERY_BAD,BATH_AND_DRY,13.0,160
COCKER_SPANIEL,32.62,LONG,ROUGH,DOUBLE,SEVERE,BAD,FULL_GROOM_AND_HAND_STRIP,11.8,298
COCKER_SPANIEL,32.41,LONG,CURLY,DOUBLE,MILD,OKAY,TIDY_UP,4.3,142
COCKER_SPANIEL,6.29,MEDIUM,SMOOTH,DOUBLE,MILD,BAD,FULL_GROOM_AND_HAND_STRIP,2.2,244
LABRADOR_RETRIEVER,33.31,LONG,WIRY,DOUBLE,MILD,VERY_GOOD,TIDY_UP,9.4,116
COCKER_SPANIEL,16.71,LONG,CURLY,DOUBLE,SEVERE,GOOD,TIDY_UP,8.7,164
COCKER_SPANIEL,29.51,MEDIUM,ROUGH,DOUBLE,NONE,VERY_GOOD,BATH_AND_DRY,3.3,86
LABRADOR_RETRIEVER,13.59,MEDIUM,CURLY,SINGLE,SEVERE,OKAY,FULL_GROOM_AND_CLIP,0.7,209
LABRADOR_RETRIEVER,1.63,SHORT,WIRY,DOUBLE,NONE,GOOD,FULL_GROOM_AND_HAND_STRIP,14.9,191
LABRADOR_RETRIEVER,7.2,MEDIUM,SMOOTH,DOUBLE,MODERATE,VERY_BAD,TIDY_UP,10.0,123
COCKER_SPANIEL,3.02,LONG,CURLY,SINGLE,SEVERE,VERY_BAD,FULL_GROOM_AND_CLIP,0.0,237
COCKER_SPANIEL,21.26,MEDIUM,SMOOTH,SINGLE,MODERATE,VERY_BAD,BATH_AND_DRY,10.4,131
LABRADOR_RETRIEVER,3.76,MEDIUM,SMOOTH,SINGLE,NONE,OKAY,TIDY_UP,13.2,82
COCKER_SPANIEL,26.02,LONG,WAVY,SINGLE,NONE,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,6.6,205
COCKER_SPANIEL,25.5,SHORT,WIRY,DOUBLE,MILD,VERY_BAD,FULL_GROOM_AND_CLIP,2.1,227
LABRADOR_RETRIEVER,38.57,MEDIUM,WAVY,SINGLE,MODERATE,VERY_BAD,FULL_GROOM_AND_HAND_STRIP,8.3,252
LABRADOR_RETRIEVER,31.38,LONG,SMOOTH,DOUBLE,MILD,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,11.2,199
COCKER_SPANIEL,20.3,SHORT,WAVY,DOUBLE,NONE,VERY_GOOD,FULL_GROOM_AND_CLIP,14.8,155
LABRADOR_RETRIEVER,6.15,LONG,WIRY,DOUBLE,MILD,GOOD,FULL_GROOM_AND_CLIP,0.3,196
COCKER_SPANIEL,36.98,MEDIUM,SILKY,DOUBLE,SEVERE,GOOD,BATH_AND_DRY,1.2,155
COCKER_SPANIEL,11.82,MEDIUM,SMOOTH,SINGLE,MILD,VERY_GOOD,TIDY_UP,5.9,66
COCKER_SPANIEL,13.1,MEDIUM,ROUGH,SINGLE,NONE,BAD,FULL_GROOM_AND_CLIP,13.9,149
COCKER_SPANIEL,18.68,LONG,SMOOTH,DOUBLE,MILD,VERY_BAD,FULL_GROOM_AND_CLIP,10.6,207
LABRADOR_RETRIEVER,21.4,LONG,CURLY,SINGLE,MODERATE,BAD,TIDY_UP,11.0,131
COCKER_SPANIEL,31.09,SHORT,CURLY,DOUBLE,MODERATE,VERY_GOOD,FULL_GROOM_AND_CLIP,3.9,211
LABRADOR_RETRIEVER,18.75,MEDIUM,SMOOTH,DOUBLE,MILD,OKAY,FULL_GROOM_AND_HAND_STRIP,3.8,192
COCKER_SPANIEL,35.88,LONG,ROUGH,SINGLE,MILD,VERY_GOOD,FULL_GROOM_AND_CLIP,0.7,197
LABRADOR_RETRIEVER,15.2,SHORT,WAVY,SINGLE,SEVERE,BAD,TIDY_UP,3.7,126
LABRADOR_RETRIEVER,11.58,SHORT,SILKY,DOUBLE,NONE,VERY_GOOD,FULL_GROOM_AND_CLIP,2.7,154
LABRADOR_RETRIEVER,3.69,MEDIUM,CURLY,DOUBLE,MODERATE,VERY_BAD,BATH_AND_DRY,0.1,105
COCKER_SPANIEL,12.37,MEDIUM,ROUGH,SINGLE,SEVERE,OKAY,BATH_AND_DRY,15.0,129
COCKER_SPANIEL,6.87,MEDIUM,SMOOTH,SINGLE,MODERATE,VERY_BAD,TIDY_UP,0.0,126
LABRADOR_RETRIEVER,34.11,LONG,CURLY,SINGLE,MILD,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,6.3,234
COCKER_SPANIEL,28.75,SHORT,SMOOTH,SINGLE,SEVERE,OKAY,BATH_AND_DRY,14.6,100
COCKER_SPANIEL,23.65,LONG,WAVY,DOUBLE,NONE,VERY_GOOD,FULL_GROOM_AND_CLIP,6.5,181
LABRADOR_RETRIEVER,34.19,MEDIUM,ROUGH,DOUBLE,MODERATE,GOOD,TIDY_UP,3.5,133
COCKER_SPANIEL,6.31,LONG,SMOOTH,SINGLE,NONE,BAD,BATH_AND_DRY,7.0,75
COCKER_SPANIEL,18.62,MEDIUM,CURLY,SINGLE,NONE,BAD,TIDY_UP,12.4,120
COCKER_SPANIEL,9.39,MEDIUM,WAVY,SINGLE,MILD,OKAY,BATH_AND_DRY,7.7,75
COCKER_SPANIEL,2.21,MEDIUM,WIRY,SINGLE,NONE,GOOD,FULL_GROOM_AND_CLIP,12.1,130
COCKER_SPANIEL,5.74,SHORT,WAVY,SINGLE,MILD,GOOD,TIDY_UP,10.3,86
LABRADOR_RETRIEVER,36.78,SHORT,SMOOTH,SINGLE,MILD,GOOD,FULL_GROOM_AND_HAND_STRIP,1.4,178
LABRADOR_RETRIEVER,5.78,MEDIUM,SMOOTH,SINGLE,SEVERE,GOOD,BATH_AND_DRY,0.4,106
COCKER_SPANIEL,36.42,MEDIUM,CURLY,DOUBLE,MILD,VERY_BAD,FULL_GROOM_AND_HAND_STRIP,9.7,242
LABRADOR_RETRIEVER,17.07,LONG,WIRY,SINGLE,NONE,OKAY,BATH_AND_DRY,2.1,95
COCKER_SPANIEL,25.6,LONG,SMOOTH,DOUBLE,MODERATE,GOOD,BATH_AND_DRY,5.2,150
LABRADOR_RETRIEVER,16.15,SHORT,SMOOTH,DOUBLE,MILD,VERY_BAD,TIDY_UP,0.9,153
COCKER_SPANIEL,38.99,SHORT,WAVY,SINGLE,MODERATE,VERY_GOOD,FULL_GROOM_AND_CLIP,11.5,164
COCKER_SPANIEL,23.45,MEDIUM,CURLY,SINGLE,MILD,BAD,TIDY_UP,12.1,114
COCKER_SPANIEL,28.43,MEDIUM,SILKY,SINGLE,MILD,GOOD,TIDY_UP,2.6,74
COCKER_SPANIEL,4.52,SHORT,SILKY,SINGLE,NONE,VERY_GOOD,BATH_AND_DRY,0.0,69
COCKER_SPANIEL,14.29,SHORT,CURLY,SINGLE,NONE,BAD,FULL_GROOM_AND_HAND_STRIP,11.6,185
LABRADOR_RETRIEVER,38.46,MEDIUM,ROUGH,DOUBLE,NONE,OKAY,TIDY_UP,4.8,139
LABRADOR_RETRIEVER,31.88,MEDIUM,ROUGH,DOUBLE,MILD,VERY_GOOD,TIDY_UP,3.3,111
COCKER_SPANIEL,15.76,LONG,ROUGH,DOUBLE,MILD,BAD,FULL_GROOM_AND_CLIP,14.2,219
COCKER_SPANIEL,8.1,MEDIUM,SILKY,SINGLE,NONE,GOOD,FULL_GROOM_AND_HAND_STRIP,5.0,170
COCKER_SPANIEL,10.28,MEDIUM,WAVY,SINGLE,MODERATE,GOOD,FULL_GROOM_AND_CLIP,4.0,175
LABRADOR_RETRIEVER,31.69,LONG,SMOOTH,SINGLE,SEVERE,GOOD,BATH_AND_DRY,14.5,126
LABRADOR_RETRIEVER,20.23,MEDIUM,CURLY,DOUBLE,NONE,GOOD,FULL_GROOM_AND_HAND_STRIP,2.4,221
LABRADOR_RETRIEVER,1.78,MEDIUM,SMOOTH,SINGLE,MODERATE,BAD,BATH_AND_DRY,2.4,108
COCKER_SPANIEL,22.33,SHORT,CURLY,DOUBLE,NONE,GOOD,FULL_GROOM_AND_HAND_STRIP,9.1,185
LABRADOR_RETRIEVER,9.02,SHORT,WIRY,DOUBLE,MODERATE,OKAY,FULL_GROOM_AND_HAND_STRIP,1.4,212
LABRADOR_RETRIEVER,23.3,MEDIUM,WAVY,SINGLE,MODERATE,VERY_BAD,BATH_AND_DRY,1.3,144
LABRADOR_RETRIEVER,8.79,SHORT,WAVY,SINGLE,MODERATE,VERY_BAD,BATH_AND_DRY,12.7,86
LABRADOR_RETRIEVER,31.61,MEDIUM,WIRY,DOUBLE,NONE,VERY_GOOD,BATH_AND_DRY,2.8,101
LABRADOR_RETRIEVER,2.74,MEDIUM,WIRY,DOUBLE,MILD,OKAY,FULL_GROOM_AND_CLIP,2.3,156
COCKER_SPANIEL,4.34,MEDIUM,SILKY,DOUBLE,MILD,VERY_GOOD,FULL_GROOM_AND_CLIP,12.6,162
LABRADOR_RETRIEVER,23.34,SHORT,WIRY,DOUBLE,NONE,GOOD,FULL_GROOM_AND_CLIP,7.5,136
COCKER_SPANIEL,5.69,MEDIUM,WAVY,SINGLE,MILD,BAD,FULL_GROOM_AND_HAND_STRIP,0.6,235
COCKER_SPANIEL,39.89,LONG,WAVY,DOUBLE,MODERATE,VERY_BAD,FULL_GROOM_AND_CLIP,5.8,251
LABRADOR_RETRIEVER,22.53,MEDIUM,SILKY,DOUBLE,NONE,VERY_GOOD,BATH_AND_DRY,1.7,96
COCKER_SPANIEL,37.07,LONG,SMOOTH,DOUBLE,MODERATE,GOOD,TIDY_UP,5.7,156
LABRADOR_RETRIEVER,23.31,MEDIUM,SMOOTH,SINGLE,MODERATE,GOOD,FULL_GROOM_AND_HAND_STRIP,9.3,184
LABRADOR_RETRIEVER,35.69,MEDIUM,ROUGH,SINGLE,NONE,GOOD,TIDY_UP,13.5,76
COCKER_SPANIEL,14.18,MEDIUM,CURLY,DOUBLE,SEVERE,VERY_BAD,FULL_GROOM_AND_HAND_STRIP,2.0,301
LABRADOR_RETRIEVER,11.51,MEDIUM,SILKY,SINGLE,MILD,GOOD,FULL_GROOM_AND_HAND_STRIP,13.7,172
LABRADOR_RETRIEVER,29.9,LONG,CURLY,SINGLE,MILD,VERY_BAD,TIDY_UP,10.6,119
COCKER_SPANIEL,7.78,SHORT,SMOOTH,SINGLE,NONE,GOOD,FULL_GROOM_AND_CLIP,13.8,140
COCKER_SPANIEL,11.69,MEDIUM,SILKY,DOUBLE,NONE,VERY_BAD,FULL_GROOM_AND_HAND_STRIP,5.6,217
LABRADOR_RETRIEVER,23.89,MEDIUM,CURLY,SINGLE,MODERATE,VERY_BAD,TIDY_UP,0.4,155
COCKER_SPANIEL,7.35,LONG,WAVY,SINGLE,MILD,BAD,TIDY_UP,9.8,90
COCKER_SPANIEL,19.49,SHORT,ROUGH,SINGLE,NONE,BAD,TIDY_UP,9.1,97
LABRADOR_RETRIEVER,28.8,LONG,ROUGH,DOUBLE,SEVERE,GOOD,TIDY_UP,6.9,158
LABRADOR_RETRIEVER,23.79,SHORT,SILKY,DOUBLE,MODERATE,OKAY,FULL_GROOM_AND_CLIP,7.2,187
LABRADOR_RETRIEVER,39.55,LONG,CURLY,DOUBLE,MODERATE,OKAY,FULL_GROOM_AND_HAND_STRIP,2.2,243
LABRADOR_RETRIEVER,26.76,LONG,WAVY,SINGLE,SEVERE,OKAY,TIDY_UP,13.6,108
LABRADOR_RETRIEVER,16.14,SHORT,SILKY,SINGLE,MODERATE,BAD,BATH_AND_DRY,13.6,87
COCKER_SPANIEL,33.78,LONG,WAVY,DOUBLE,NONE,GOOD,FULL_GROOM_AND_HAND_STRIP,11.1,194
COCKER_SPANIEL,37.93,MEDIUM,ROUGH,SINGLE,MILD,OKAY,FULL_GROOM_AND_HAND_STRIP,11.2,196
LABRADOR_RETRIEVER,15.5,LONG,CURLY,DOUBLE,NONE,GOOD,FULL_GROOM_AND_CLIP,13.0,190
COCKER_SPANIEL,19.42,SHORT,SILKY,SINGLE,SEVERE,VERY_GOOD,TIDY_UP,6.2,121
COCKER_SPANIEL,14.36,LONG,WIRY,SINGLE,MODERATE,BAD,FULL_GROOM_AND_CLIP,7.3,199
COCKER_SPANIEL,13.22,SHORT,SMOOTH,DOUBLE,MODERATE,BAD,FULL_GROOM_AND_HAND_STRIP,8.6,234
COCKER_SPANIEL,6.05,MEDIUM,ROUGH,DOUBLE,SEVERE,GOOD,BATH_AND_DRY,5.7,152
COCKER_SPANIEL,21.82,LONG,CURLY,SINGLE,MODERATE,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,0.3,254
COCKER_SPANIEL,28.05,MEDIUM,CURLY,SINGLE,NONE,GOOD,TIDY_UP,2.5,101
COCKER_SPANIEL,12.63,MEDIUM,WIRY,DOUBLE,SEVERE,BAD,TIDY_UP,14.9,145
COCKER_SPANIEL,37.98,MEDIUM,SMOOTH,SINGLE,MILD,BAD,FULL_GROOM_AND_HAND_STRIP,11.0,212
COCKER_SPANIEL,5.8,LONG,ROUGH,SINGLE,SEVERE,OKAY,FULL_GROOM_AND_CLIP,8.9,212
COCKER_SPANIEL,2.88,SHORT,WIRY,DOUBLE,SEVERE,VERY_BAD,TIDY_UP,7.1,167
COCKER_SPANIEL,9.01,LONG,ROUGH,SINGLE,MODERATE,GOOD,FULL_GROOM_AND_CLIP,9.9,177
COCKER_SPANIEL,17.33,SHORT,SILKY,SINGLE,MODERATE,VERY_BAD,FULL_GROOM_AND_CLIP,7.5,215
COCKER_SPANIEL,31.34,LONG,WAVY,DOUBLE,SEVERE,OKAY,FULL_GROOM_AND_HAND_STRIP,0.6,265
LABRADOR_RETRIEVER,13.89,SHORT,SMOOTH,SINGLE,NONE,VERY_GOOD,BATH_AND_DRY,2.2,45
COCKER_SPANIEL,31.4,SHORT,ROUGH,SINGLE,MODERATE,BAD,BATH_AND_DRY,14.8,115
COCKER_SPANIEL,32.71,SHORT,CURLY,DOUBLE,MODERATE,GOOD,FULL_GROOM_AND_CLIP,1.4,216
COCKER_SPANIEL,1.38,SHORT,ROUGH,SINGLE,MODERATE,OKAY,BATH_AND_DRY,14.3,82
LABRADOR_RETRIEVER,32.78,SHORT,SMOOTH,DOUBLE,SEVERE,GOOD,TIDY_UP,12.5,154
LABRADOR_RETRIEVER,32.2,LONG,WAVY,SINGLE,MILD,VERY_BAD,FULL_GROOM_AND_HAND_STRIP,1.6,255
LABRADOR_RETRIEVER,8.07,MEDIUM,CURLY,SINGLE,MILD,GOOD,BATH_AND_DRY,1.7,71
LABRADOR_RETRIEVER,18.19,SHORT,CURLY,DOUBLE,NONE,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,14.7,163
COCKER_SPANIEL,17.88,LONG,WAVY,DOUBLE,MODERATE,GOOD,FULL_GROOM_AND_HAND_STRIP,12.6,213
COCKER_SPANIEL,1.45,SHORT,SILKY,DOUBLE,SEVERE,BAD,FULL_GROOM_AND_CLIP,11.3,199
LABRADOR_RETRIEVER,2.96,SHORT,SILKY,DOUBLE,SEVERE,BAD,FULL_GROOM_AND_CLIP,6.9,207
LABRADOR_RETRIEVER,4.43,MEDIUM,WIRY,DOUBLE,NONE,GOOD,FULL_GROOM_AND_CLIP,1.5,139
COCKER_SPANIEL,33.21,LONG,SILKY,DOUBLE,MILD,GOOD,TIDY_UP,5.5,140
COCKER_SPANIEL,32.85,MEDIUM,CURLY,DOUBLE,MODERATE,GOOD,FULL_GROOM_AND_CLIP,1.5,209
LABRADOR_RETRIEVER,33.37,MEDIUM,SILKY,DOUBLE,NONE,VERY_BAD,FULL_GROOM_AND_HAND_STRIP,7.4,224
LABRADOR_RETRIEVER,5.17,LONG,WAVY,SINGLE,NONE,GOOD,FULL_GROOM_AND_HAND_STRIP,6.9,175
COCKER_SPANIEL,30.53,SHORT,ROUGH,SINGLE,SEVERE,GOOD,FULL_GROOM_AND_HAND_STRIP,14.5,202
COCKER_SPANIEL,21.68,SHORT,SILKY,DOUBLE,SEVERE,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,10.4,238
COCKER_SPANIEL,16.11,LONG,SILKY,DOUBLE,SEVERE,GOOD,FULL_GROOM_AND_HAND_STRIP,4.1,274
LABRADOR_RETRIEVER,38.85,MEDIUM,WAVY,SINGLE,SEVERE,VERY_GOOD,TIDY_UP,12.6,113
COCKER_SPANIEL,8.83,LONG,ROUGH,DOUBLE,MODERATE,BAD,FULL_GROOM_AND_HAND_STRIP,7.6,241
LABRADOR_RETRIEVER,28.7,MEDIUM,SILKY,DOUBLE,SEVERE,VERY_GOOD,TIDY_UP,13.2,133
COCKER_SPANIEL,1.99,SHORT,SMOOTH,SINGLE,MILD,OKAY,FULL_GROOM_AND_HAND_STRIP,14.8,166
LABRADOR_RETRIEVER,6.71,SHORT,ROUGH,DOUBLE,MILD,VERY_GOOD,FULL_GROOM_AND_CLIP,5.4,125
COCKER_SPANIEL,29.95,LONG,WIRY,SINGLE,MODERATE,VERY_BAD,BATH_AND_DRY,5.8,156
LABRADOR_RETRIEVER,38.67,SHORT,SMOOTH,DOUBLE,MILD,VERY_GOOD,BATH_AND_DRY,12.4,95
LABRADOR_RETRIEVER,30.45,LONG,ROUGH,SINGLE,MILD,OKAY,BATH_AND_DRY,2.7,93
COCKER_SPANIEL,8.29,SHORT,ROUGH,SINGLE,SEVERE,VERY_BAD,BATH_AND_DRY,4.2,144
LABRADOR_RETRIEVER,1.22,MEDIUM,ROUGH,SINGLE,NONE,BAD,TIDY_UP,9.0,99
LABRADOR_RETRIEVER,20.13,LONG,SILKY,DOUBLE,NONE,OKAY,FULL_GROOM_AND_HAND_STRIP,14.4,174
COCKER_SPANIEL,17.22,LONG,WIRY,SINGLE,MODERATE,BAD,FULL_GROOM_AND_HAND_STRIP,10.0,232
LABRADOR_RETRIEVER,15.07,SHORT,SILKY,DOUBLE,NONE,VERY_BAD,TIDY_UP,6.7,132
COCKER_SPANIEL,38.4,LONG,CURLY,DOUBLE,NONE,GOOD,TIDY_UP,8.1,113
LABRADOR_RETRIEVER,1.96,LONG,CURLY,DOUBLE,SEVERE,VERY_BAD,TIDY_UP,13.5,181
COCKER_SPANIEL,7.53,LONG,SILKY,SINGLE,NONE,BAD,FULL_GROOM_AND_HAND_STRIP,13.0,217
LABRADOR_RETRIEVER,33.59,SHORT,SILKY,DOUBLE,NONE,BAD,FULL_GROOM_AND_CLIP,6.9,167
COCKER_SPANIEL,7.94,MEDIUM,SILKY,SINGLE,MILD,OKAY,BATH_AND_DRY,5.8,86
LABRADOR_RETRIEVER,17.89,SHORT,WIRY,SINGLE,NONE,VERY_GOOD,FULL_GROOM_AND_CLIP,11.3,105
COCKER_SPANIEL,14.95,LONG,SMOOTH,DOUBLE,MODERATE,VERY_GOOD,FULL_GROOM_AND_CLIP,4.2,178
LABRADOR_RETRIEVER,15.88,LONG,SMOOTH,DOUBLE,MILD,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,2.0,179
LABRADOR_RETRIEVER,38.45,SHORT,CURLY,DOUBLE,NONE,VERY_GOOD,FULL_GROOM_AND_HAND_STRIP,1.8,207
COCKER_SPANIEL,23.34,MEDIUM,SILKY,SINGLE,MODERATE,BAD,TIDY_UP,3.2,164
COCKER_SPANIEL,7.28,SHORT,SILKY,DOUBLE,MILD,VERY_BAD,FULL_GROOM_AND_HAND_STRIP,10.1,204
COCKER_SPANIEL,34.2,LONG,WIRY,SINGLE,MODERATE,VERY_BAD,TIDY_UP,1.5,177
LABRADOR_RETRIEVER,14.93,LONG,ROUGH,SINGLE,NONE,OKAY,FULL_GROOM_AND_CLIP,13.5,138
LABRADOR_RETRIEVER,19.95,MEDIUM,SILKY,DOUBLE,MILD,VERY_GOOD,TIDY_UP,12.1,104
LABRADOR_RETRIEVER,10.6,SHORT,ROUGH,DOUBLE,MODERATE,OKAY,FULL_GROOM_AND_HAND_STRIP,10.2,203
LABRADOR_RETRIEVER,35.24,MEDIUM,WIRY,DOUBLE,MODERATE,GOOD,FULL_GROOM_AND_CLIP,2.6,172
COCKER_SPANIEL,35.76,SHORT,CURLY,SINGLE,NONE,VERY_BAD,FULL_GROOM_AND_CLIP,12.2,167
